name,date_iso,amount_usd_millions,round,category,category_group,sector,lead_investors,other_investors,source,valuation_usd_millions,chains,defillama_id
Espresso Systems,2020-11-30,3.1,Seed,Infrastructure,Web3 Infrastructure & Tools,Espresso Systems provides scaling and privacy systems for Web 3 applications.,,"Alameda Research, Balaji Srinivasan, Coinbase Ventures, Gemini Frontier Fund, Meltem Demirors, Paxos, Polychain Capital, Terra",,,,
Fun,2022-10-27,3.9,Seed,,,Wallet infrastructure,Jam Fund,"Soma Ventures, Nomo Ventures, Great Oaks Ventures Capital",https://twitter.com/TheBlock__/status/1585618058000867328,,,
Wave,2022-10-24,5.0,Ecosystem Foundation raise,,,Money app,Stellar Development Foundation,,https://twitter.com/StellarOrg/status/1584584742896566272,,Stellar,
Kalshi,2025-06-25,185.0,Series C,DeFi,DeFi & CeFi,Kalshi is a CFTC‑regulated prediction market exchange,Paradigm,"Sequoia Capital, Multicoin Capital, Neo, Bond",https://www.reuters.com/technology/kalshi-valued-2-billion-latest-funding-round-ceo-says-2025-06-25/,2000.0,,
Skynet,2024-12-19,1.2,Pre-Seed,AI,"AI, Analytics & Data",a decentralized protocol enabling AI agents to access and pay for products and services globally,,,https://cryptonews.com/news/skynet-secures-1-2m-to-advance-decentralized-ai-agent-payments-worldwide/,,,
Baanx,2024-03-05,20.0,Series A,Payments,DeFi & CeFi,crypto payments platform,"Ledger, Tezos Foundation, Chiron, British Business Bank","Multicoin Capital, 6th Man Ventures, M13, Delphi Digital, Solana Labs, Aptos Labs, Foresight Ventures, Longhash Ventures, Amber, SevenX Ventures, ArkStream Capital, Animoca Brands, Continue Capital, MH Ventures, Sandbox Games, Anatoly Yakovenko, Mo Shaikh, Avery Ching, Yat Siu, Sebastien Borget, Jin Kang",https://x.com/CoinDesk/status/1764948180536365263,,,
SparkChain AI,2025-06-19,10.8,Strategic,DePIN,Web3 Infrastructure & Tools,SparkChain AI is a DePIN rollup and decentralized network that harnesses unused internet bandwidth and compute resources to power AI infrastructure,OakStone Ventures,,https://zexprwire.com/sparkchain-ai-raises-10m-in-funding-round-led-by-oakstone-ventures/,,,
StreamingFast,2021-06-17,59.53,Grant,,,StreamingFast is a web3 builder and investor.,The Graph,,,,,
NextBank,2015-11-26,1.4,Seed,Banking,DeFi & CeFi,NextBank is a Vanuatu-based Bitcoin and cryptocurrency friendly bank.,,,,,,
Circle,2020-07-30,25.0,,CeFi,DeFi & CeFi,Circle is a global internet finance company built on blockchain technology and powered by crypto assets.,DCG,,,,,
Upexi,2025-07-11,150.0,Convertible note issuance,Investment,,"Upexi, Inc. develops, manufactures, and distributes consumer products through direct-to-consumer platforms and Amazon, while also managing a cryptocurrency treasury by raising funds to acquire and hold Solana (SOL) to enhance its financial strategy and potentially generate yield through staking",Big Brain Holdings,,https://x.com/UpexiTreasury/status/1943650000338030651,,Solana,
Mozart,2022-11-01,3.0,Pre-Seed,NFT,"NFT, Gaming & Metaverse","Simple, Powerful NFT APIs for
Game Developers",,"Arcanum Capital, AG Build, Future Perfect Venture, SaxeCap",,,,
Foolfarm,2021-02-22,2.43,Seed,,,Milan-based Venture Builder specialised in AI & Blockchain,CRiF,,,,,
Tech Bureau,2017-09-07,14.775,Series B,,,Tech Bureau provides cryptographic currency and Blockchain technology using exchange API to handle currency encryption.,,"Asteria Japan, JAFCO",,,,
Dropp,2020-05-01,2.5,Pre-Seed,,,A payment service for small value transactions.,,,,,,
Aligned Layer,2024-04-13,2.6,Seed,Infrastructure,Web3 Infrastructure & Tools,decentralized ZK Proof verification layer for Ethereum,Lemniscap,"Bankless Ventures, Paper Ventures, StarkWare, O(1) Labs, Sreeram Kannan, Daniel Lubarov, Weikeng Chen, dcbuilder.eth, Size Chad, Sam Benyakoub, Rushi Manche, Brandon Kase, Omer Shlomovits, John Zimmerebner, Ajit Tripathi, Lucas Kozinski",https://x.com/alignedlayer/status/1779564155327934811,,Ethereum,
OkaFund,2025-07-24,1.0,Seed,Investment,,"OkaFund, a crypto allocation platform showcasing its $1 million seed funding and rapid growth in quantitative trading strategies",,"DC Capital, FreeLunchCapital, Locoo International Capital",https://x.com/bitcoin2100m/status/1948357831855661232,,,
Bitcoiin2Gen,2018-03-23,233.0,ICO,,,Bitcoiin2Gen is a self-sustaining cryptocurrency.,,,,,,
Shrapnel,2023-10-25,20.0,Series A,Game,,sci-fi extraction shooter game with NFT assets,Polychain Capital,"Griffin Gaming Partners, Brevan Howard Digital, Franklin Templeton, IOSG Ventures, Tess Ventures",https://x.com/decryptmedia/status/1717164542076096699,,Avalanche,
Derivio,2024-03-08,,Private,DeFi,DeFi & CeFi,decentralized structured derivatives ecosystem,Binance Labs,,https://x.com/BinanceLabs/status/1766011339665821736,,zkSync,
Ellipsis Labs,2023-08-17,3.3,Seed,DEX,,limit order book DEX that is fully on-chain,Electric Capital,"Robot Ventures, Anatoly Yakovenko, Anagram, Keone",https://twitter.com/ellipsis_labs/status/1692208706354655574,,Solana,3170
Veta Finance,2024-01-23,2.85,Seed,,,,Matrixport,"Future Money, imToken, WT Capital",,,,
OpenDelta,2024-04-26,2.5,Pre-Seed,DeFi,DeFi & CeFi,A yield-bearing synthetic dollar for the Bitcoin ecosystem,6th Man Ventures,,https://www.coindesk.com/business/2024/04/26/bitcoin-linked-stablecoin-firm-opendelta-raises-25m/,,Bitcoin,5347
Roll,2019-06-20,1.7,Seed,Social Platform,,Social currency for content creators,Arthur Hayes,"Hustle, Techstars, Gary Vaynerchuk",https://www.coindesk.com/markets/2019/06/20/roll-wants-to-take-power-from-youtube-with-cryptos-for-content-creators/,,,
Tonic,2022-04-27,5.0,,DeFi,DeFi & CeFi,"Tonic is an open source, decentralized limit order book and perps exchange built on NEAR",,,https://twitter.com/tonicdex/status/1518954457962356736,,Near,2422
Benovymed Healthcare,2017-11-04,2.5,Pre-Seed,Healthcare,Web3 Infrastructure & Tools,"Benovymed Healthcare is World's Top 20 & India's No:1 Most Impactful DeepTech Startup in Digital Health, AI Health & Telemedicine Innovation",,Mahendra Singh,,,,
Filecoin,2014-07-16,0.12,Seed,Storage,Web3 Infrastructure & Tools,Filecoin is a data storage network and electronic currency based on Bitcoin.,,"DCG, Haitao Capital, Hard Yaka, Haystack, Kevin Ding, Naval Ravikant, Winklevoss Capital, Y Combinator",,,,
Conflux,2022-10-17,5.0,Ecosystem Foundation raise,,,PoW/PoS Hybrid Blockchain,,,https://twitter.com/Conflux_Network/status/1582080758789050368?s=20&t=x1YcXSRCAt78uslPbJueGQ,,,chain#conflux
Bitwise,2017-12-12,4.0,Seed,,,"Bitwise is a crypto index fund manager for individuals, investment managers, and institutions navigating cryptocurrency.",,"Adam Ludwin, Adam Nash, Blockchain Capital, Caffeinated Capital, Collaborative Fund, Craft Ventures, David King, Elad Gil, Eric Wu, General Catalyst, Khosla Ventures, Naval Ravikant, Ryan Petersen, Suna Said, Third Point Ventures",,,,
Digital Asset,2016-06-22,7.2,,Infrastructure,Web3 Infrastructure & Tools,"Digital Asset develops ledger technology intended to build distributed, encrypted straight-through processing tools.",ASX Limited,,,,,
BTCS,2015-12-16,1.45,,,,BTCS is an early mover in the blockchain and digital currency ecosystems focused on digital assets and blockchain technologies.,Cavalry Fund,,,,,
WISeKey,2021-06-29,22.0,Post-IPO Debt,Cybersecurity,Security & Audits,"WISeKey is a cybersecurity company using blockchain, AI, IoT technologies, and security to counterfeit fraud of bankcard and transactions.",,,,,,
Gradient Network,2025-06-17,10.0,Seed,AI,"AI, Analytics & Data","Gradient Network is a Solana-based, peer-powered decentralized AI runtime and edge-compute layer","Pantera Capital, Multicoin Capital",HongShan,https://x.com/Gradient_HQ/status/1934969202873716808,,Solana,
Diginex,2021-07-29,6.0,Post-IPO Equity,,,Diginex is a digital financial services and blockchain solutions company.,Hearst Ventures,,,,,
Tamarin Health,2017-09-01,0.88,Seed,Healthcare,Web3 Infrastructure & Tools,Tamarin Health provides individuals with the tools they need to attain optimal health.,,"Anorak Ventures, Boost VC, James Sowers, Med-Metrix, MicroVentures, Toro Risk, YEI Innovation Fund",,,,
Crowdz,2021-11-01,2.0,Convertible note issuance,,,"Avalon Marketplace for Receivables: SuRF, API, Tokenization, SCFaaS",EG Funds Management,,,,,
Alliance DAO,2022-01-13,50.0,,,,Web3 startup accelerator,,Gate Ventures,https://twitter.com/alliancedao/status/1481633395834712065,,,
Doodles,2022-09-13,54.0,Series A,NFT,"NFT, Gaming & Metaverse",NFT,Seven Seven Six,"Acrew Capital, FTX Ventures, 10T Holdings",https://twitter.com/doodles/status/1569655759297716228,704.0,,
Delegate Labs,2024-02-01,9.0,,Web3,,Delegate is building a cross-chain name service protocol named Clusters,Arrington XRP Capital,"Electric Capital, Variant Fund",https://twitter.com/RuleXRP/status/1753826360827519242,,,
Hapramp Studio,2020-06-10,1.0,Seed,,,"Hapramp Studio is an internet company that specializes in the fields of blockchain, cryptocurrency, and social media.",,Anand Mahindra,,,,
Runes DEX,2024-04-18,2.0,Seed,DEX,,Automated Market Maker (AMM) platform for Runes on Bitcoin,Kenetic Capital,"Mechanism Capital, Auros Ventures, The Future Fund, Boosty Labs, Pascal Gauthier, 0xMaki, AOI",https://x.com/RUNES_DEX/status/1781005164817850763,,Bitcoin,
Guanguan Coin,2018-01-10,6.0,Series A,,,Chinese cryptocurrency,Sequoia Capital China,,,,,
Startale Labs,2024-02-05,3.5,Series A,Web3,,"Startale Labs, known for spearheading initiatives like the Astar Network and Startale Web3 Cloud",UOB Venture Management,Samsung Next,https://twitter.com/BTCTN/status/1760810203824459968,,,
Diginex,2018-04-27,60.0,Private Equity,,,Diginex is a digital financial services and blockchain solutions company.,Madison Holdings Group,,,,,
CoinMetro,2020-12-01,3.02,Equity Crowdsale,,,CoinMetro is a financial platform fueling the future of blockchain innovation.,,,,,,
Coinmine,2019-08-15,2.5,Seed,,,Coinmine One is the first all-in-one crypto miner for everyone.,,"Canaan Partners, Daniel Curran, gumi Cryptos Capital, M13, Oyster Ventures, Republic Capital, Shervin Pishevar",https://cointelegraph.com/news/crypto-mining-company-coinmine-secures-25-million-in-seed-round,,,
0xDecadente,2024-03-17,32.636544,ICO,Meme,,$SMOLE - Solana Memecoin Presale,,,https://twitter.com/zachxbt/status/1770138079044485357,,Solana,
Theta Network,2017-12-19,12.0,Token Pre-Sale,Social Platform,,Video Streaming,Danhua Capital,"DCM Ventures, Sierra Ventures, VR Fund, Heuristic Capital, ZP Capital, Sparkland",https://twitter.com/moomin11111109/status/943106660389732352,,Theta,
Bitinka,2016-12-10,1.25,Seed,,,BitInka/InkaPay is to implement Bitcoin on daily finances... To bring Blockchain technology to mainstream.,,,,,,
Privy,2025-03-19,15.0,,Infrastructure,Web3 Infrastructure & Tools,Privy is a wallet infrastructure platform designed to seamlessly integrate crypto functionalities into applications,Ribbit Capital,"Sequoia Capital, Coinbase Ventures, Paradigm",https://fortune.com/crypto/2025/03/19/crypto-wallet-privy-funding-round-ribbit-capital/,,,
Sovryn,2020-12-15,2.1,Seed,DeFi,DeFi & CeFi,Bitcoin-powered trading and lending,,"Collider Ventures, Monday Capital, Greenfield Capital",https://www.theblock.co/linked/87710/sovryn-bitcoin-powered-trading-lending-platform,,RSK,329
SpankChain,2017-10-01,6.0,ICO,,,SpankChain is an adult entertainment ecosystem powered by blockchain technology.,,,,,,
Datagram,2025-06-30,4.0,Pre-Seed,DePIN,Web3 Infrastructure & Tools,"Datagram is a decentralized infrastructure network (DePIN) that lets users share bandwidth, compute, and storage to power real-time communication and content services, with node operators earning token rewards",Blizzard Fund,"Animoca Brands, Cointelegraph, Amber Group, Aquanow, Arche Fund, DePIN X, Iskra, JDI, Yellow Capital",https://www.investing.com/news/cryptocurrency-news/exclusive-datagram-unveils-closure-of-4mn-preseed-funding-round-4116683,,,
Coherent,2022-08-05,4.5,Seed,,,Developer Toolkit,"Kindred Ventures, Foundry Group, Matchstick Ventures","Coinbase Ventures, Awesome People Ventures, Draft Ventures, Moonbase Capital, Chapter One, Istari Ventures, Rob Witoff, Dan Romero, Justin Mart, Brenner Spear, Patrick Chang, Michael Montano, Christian Strat, Alex Treece",https://twitter.com/CoherentAPI/status/1555261387827544064,,,
Catapult,2022-11-30,5.0,Seed,,,Context layer for web3 communities,Blockchain Capital,"Eden Block, Orange DAO, Reverie, Stani Kulechov, Ryan Berkun, Brevan Howard, Jenil Thakkar, Brandon Kumar, Raf Solari, Shreyas Hariharan, Shaun Ng, Simon Jones, Jack du Rose, Henri Stern, Jason Shah, Saad Rizvi",,,,
Lion Gaming Group,2017-07-01,1.1,Equity Crowdsale,,,Lion Gaming Group provides a mobile-first online sports entertainment ecosystem of bleeding-edge technologies.,,,,,,
GOAT Gaming,2025-02-03,4.0,Strategic,Gaming,"NFT, Gaming & Metaverse","GOAT Gaming, built by Mighty Bear Games, is a Telegram-exclusive gaming platform with 5M+ active users, offering competitive and casual games with real cash prizes","TON Ventures, Karatage, Amber Group, Bitscale Capital","Framework Ventures, Mirana Ventures, Folius Ventures, Sfermion, The Spartan Group, Dune Ventures, Sanctor Capital, Infinity Ventures Crypto, Gate Ventures, DWeb3 Capital, Ocular VC, Play Ventures, Next Web Capital, Presto Labs, Ancient8, Skycatcher, Avocado DAO, Razer, KGeN, Ready Player DAO, Everblue Management, Great South Gate",https://x.com/playgoatgaming/status/1886414608812093525,,TON,
Stratos,2021-05-08,1.83,Seed,Infrastructure,Web3 Infrastructure & Tools,decentralized Data Mesh,,"Fundamental Labs, Kenetic Capital, Fenbushi Capital, Particle XYZ, Spark Digital Capital, Bixin Ventures, SNZ Holding, Digital Finance Group, Nothing Research",https://stratos-network.medium.com/stratos-closes-1-83m-seed-and-strategic-funding-round-to-build-the-decentralized-data-mesh-90b72a415b64,,,
Bitso,2020-12-09,62.0,Series B,Centralized Exchange,DeFi & CeFi,CEX,"QED Investors, Kaszek Ventures","Coinbase Ventures, Pantera Capital",https://www.theblock.co/post/87085/bitso-crypto-funding-62-million-brazil,,,
AQWIRE,2020-11-26,2.1,Series A,Infrastructure,Web3 Infrastructure & Tools,AQWIRE fully utilizes Smart Contract technology to process cross-border real-estate transactions.,,"Betatron Venture Group, Gentree Fund, Spiral Ventures, Steve Melhuish, Vulpes Ventures",,,,
DeBank,2021-12-28,25.0,Series A,Analytics,"AI, Analytics & Data",DeBank is a portal to the brave new world of decentralized finance,Sequoia Capital China,"Circle, Coinbase Ventures, Crypto.com, Dragonfly Capital, Hash Global, IOSG Ventures, Ledger Capital, Sequoia Capital China, Youbi Capital",https://twitter.com/DeBankDeFi/status/1475799967378063367?s=20,,,
Bitlight Labs,2024-02-02,,Seed,Infrastructure,Web3 Infrastructure & Tools,infrastructure based on the RGB protocol and Bitcoin Lightning Network,"Gate Ventures, HV Capital","MH Ventures, Fundamental Labs, Oak Grove Ventures, Moonrock Capital, Eureka, Waterdrip Capital, MEXC Ventures, xt.com, Gate Ventures",https://x.com/Crypto_Dealflow/status/1753811329024938152?s=20,,Bitcoin,
Immunefi,2021-10-26,5.5,Seed,Smart contract security,,Immunefi is a bug bounty and security services platform that protects crypto projects from Web3 bugs.,,"BitScale, Blueprint Forest, BR Capital, Electric Capital, Framework Ventures, IDEO CoLab Ventures, North Island Ventures, P2P Capital, The Lao, Third Prime Ventures",,,,
ResearchHub,2025-02-19,2.0,Strategic,DeSci,,a platform aiming to decentralize science,Boost VC,,https://x.com/ResearchHub/status/1892259384790540638,,,
MYX Finance,2025-03-08,5.0,Strategic,DeFi,DeFi & CeFi,A decentralized derivatives protocol with a Matching Pool Mechanism,,"D11 Labs, HashKey Capital, Metalpha, FL Foundation, Woyong",https://x.com/MYX_Finance/status/1898394709795725642,,,4319
CryptoFacilities,2016-09-05,1.5,Seed,Trading,DeFi & CeFi,Crypto Facilities is a London-based financial services firm and provides risk management and trading solutions.,,"DCG, Playfair Capital, String Ventures, Pamir Gelenbe",,,,
CAMPFIRE,2020-07-03,5.58,Series D,,,"CAMPFIRE engages in the planning, development, and operation of a crowd funding platform.","Global Brain Corporation, Mizuho Bank",,,,,
Tokens.com,2021-03-16,25.0,Post-IPO Equity,,,Tokens.com is a PoS technology company that enables investors to invest in digital assets in a simple and secure way.,Gravitas Securities,,,,,
TradeBlock,2014-07-16,2.8,Seed,Trading,DeFi & CeFi,TradeBlock is the world's leading provider of institutional trading tools for digital currencies.,,"a16z, Barry Silbert, Chris Fischer, DCVC, Devonshire Investors, DCG, F-Prime Capital, FinTech Collective, Hard Yaka",,,,
Gateway.fm,2023-02-20,4.6,Seed,Infrastructure,Web3 Infrastructure & Tools,Web3 infrastructure,,,https://twitter.com/TheBlock__/status/1627670071127556097,,"Ethereum, Gnosis, Fantom, Laconic, Near",
Impossible Finance,2021-06-03,7.0,Seed,DeFi,DeFi & CeFi,Impossible Finance uses decentralised financial protocols to give everyone the same access to financial products.,,"Alameda Research, AngelDAO, Betty Chen, Bitscale Capital, Bobby Ong, BR Capital, Calvin Liu, CMS Holdings, Coin98 Ventures, Divergence Ventures, Genesis Block Ventures, Hashed, Incuba Alpha, IOSG Ventures, Jordan Momtazi, Kain Warwick, Larry Cermak, Lemniscap, Leo Chang",,,"BSC, Aurora, OKExChain, Avalanche, Kava, Boba, Moonbeam",906
